ID;UserID;Date;Hosting Type;Language;Adult Content;Other Problem;Web Spam;News/Editorial;Commercial;Educational/Research;Discussion;Personal/Leisure;Media;Database;Readability-Vis;Readability-Lang;Neutrality;Bias;Trustiness;Confidence;auto_lang
37220;12;19-APR-10 15:04:21;;TooFewText;;;;;;;;;;;;;;;;;en
27945;7;31-MAR-10 10:08:46;;;;OtherProblem;;;;;;;;;;;;;;;en
19294;8;20-APR-10 14:24:35;;mixed;;;;;;;;;;;;;;;;;en
34237;8;31-MAR-10 12:12:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
82065;6;14-APR-10 15:19:11;;;;OtherProblem;;;;;;;;;;;;;;;en
97287;14;12-APR-10 15:14:22;;;;OtherProblem;;;;;;;;;;;;;;;en
70465;6;14-APR-10 15:22:28;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
35503;12;12-APR-10 17:07:41;;TooFewText;;;;;;;;;;;;;;;;;en
35503;6;30-MAR-10 16:01:02;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
3416;14;15-APR-10 15:16:32;;TooFewText;;;;;;;;;;;;;;;;;en
8829;7;31-MAR-10 13:20:42;;;;OtherProblem;;;;;;;;;;;;;;;en
38908;6;12-APR-10 15:17:12;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
95298;8;13-APR-10 14:30:46;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92951;14;20-APR-10 16:23:28;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
60234;8;16-APR-10 15:25:27;;;;OtherProblem;;;;;;;;;;;;;;;en
72669;14;16-APR-10 09:44:25;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
10658;13;14-APR-10 15:30:00;;;;OtherProblem;;;;;;;;;;;;;;;en
712;6;14-APR-10 13:24:57;;;;OtherProblem;;;;;;;;;;;;;;;en
25794;8;20-APR-10 11:16:07;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
91037;6;16-APR-10 12:20:50;;;;OtherProblem;;;;;;;;;;;;;;;en
91037;8;22-APR-10 10:06:12;;;;OtherProblem;;;;;;;;;;;;;;;en
48809;14;13-APR-10 15:40:17;;;;OtherProblem;;;;;;;;;;;;;;;en
55536;12;08-APR-10 14:27:57;;unknown;;;;;;;;;;;;;;;;;en
55536;8;21-APR-10 12:14:05;;;;OtherProblem;;;;;;;;;;;;;;;en
23301;12;31-MAR-10 15:55:49;;;;OtherProblem;;;;;;;;;;;;;;;en
39240;8;14-APR-10 13:42:41;;;;OtherProblem;;;;;;;;;;;;;;;en
72884;6;16-APR-10 12:21:27;;TooFewText;;;;;;;;;;;;;;;;;en
72884;8;22-APR-10 10:07:51;;;;OtherProblem;;;;;;;;;;;;;;;en
71662;6;12-APR-10 12:18:50;;TooFewText;;;;;;;;;;;;;;;;;en
92078;8;20-APR-10 11:32:16;;;;OtherProblem;;;;;;;;;;;;;;;en
97740;14;22-APR-10 14:30:45;;TooFewText;;;;;;;;;;;;;;;;;en
88718;8;16-APR-10 11:57:13;;TooFewText;;;;;;;;;;;;;;;;;en
37084;14;14-APR-10 15:30:25;;TooFewText;;;;;;;;;;;;;;;;;en
44887;14;13-APR-10 13:06:05;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
82832;6;13-APR-10 11:49:38;;;;OtherProblem;;;;;;;;;;;;;;;en
50844;12;18-MAR-10 14:07:00;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;1;1;Sure;en
12063;12;19-APR-10 16:08:21;;unknown;;;;;;;;;;;;;;;;;en
59692;8;30-MAR-10 15:12:12;;;;OtherProblem;;;;;;;;;;;;;;;en
44759;12;19-MAR-10 11:02:14;;;;OtherProblem;;;;;;;;;;;;;;;en
44759;8;01-APR-10 12:11:05;;TooFewText;;;;;;;;;;;;;;;;;en
5249;12;31-MAR-10 14:18:58;;;;OtherProblem;;;;;;;;;;;;;;;en
42697;6;19-APR-10 10:53:17;;;;OtherProblem;;;;;;;;;;;;;;;en
82495;8;02-APR-10 11:34:10;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
72790;8;01-APR-10 11:20:35;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
20326;6;13-APR-10 14:42:25;;;;OtherProblem;;;;;;;;;;;;;;;en
90115;8;08-APR-10 12:28:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
58145;8;15-APR-10 12:21:33;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
40573;12;19-APR-10 11:05:59;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
38280;14;16-APR-10 13:56:41;;TooFewText;;;;;;;;;;;;;;;;;en
82938;8;06-APR-10 10:40:41;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
35778;7;31-MAR-10 15:21:36;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;3;;3;Sure;en
43403;8;15-APR-10 15:23:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
30595;12;19-MAR-10 11:16:59;;unknown;;;;;;;;;;;;;;;;;en
33676;14;16-APR-10 14:51:48;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
66225;14;21-APR-10 14:29:21;;unknown;;;;;;;;;;;;;;;;;en
88522;14;16-APR-10 11:32:21;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
88522;6;14-APR-10 14:19:25;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
1551;12;31-MAR-10 15:24:01;;TooFewText;;;;;;;;;;;;;;;;;en
1551;14;14-APR-10 13:54:44;;TooFewText;;;;;;;;;;;;;;;;;en
97325;8;08-APR-10 16:35:39;;;;OtherProblem;;;;;;;;;;;;;;;en
49831;6;21-APR-10 12:15:56;;;;OtherProblem;;;;;;;;;;;;;;;en
87816;14;22-APR-10 13:58:57;;;;OtherProblem;;;;;;;;;;;;;;;en
63622;6;14-APR-10 14:13:19;;;;OtherProblem;;;;;;;;;;;;;;;en
63622;8;01-APR-10 13:52:30;;de;;;;;;;;;;;;;;;;;en
95396;14;24-MAR-10 10:36:04;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
82464;8;16-APR-10 15:44:42;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
93023;14;14-APR-10 13:49:13;;;;OtherProblem;;;;;;;;;;;;;;;en
63209;12;08-APR-10 13:06:31;;;;OtherProblem;;;;;;;;;;;;;;;en
995;14;20-APR-10 17:08:19;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;3;2;3;Sure;en
995;6;30-MAR-10 15:48:24;;mixed;;;;;;;;;;;;;;;;;en
58332;8;20-APR-10 11:41:04;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
88075;14;16-APR-10 11:12:31;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
75518;14;16-APR-10 11:09:23;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;Database;2;2;3;;3;Sure;en
21980;8;13-APR-10 11:50:09;;TooFewText;;;;;;;;;;;;;;;;;en
5803;13;22-MAR-10 11:35:36;;unknown;;;;;;;;;;;;;;;;;en
49849;8;20-APR-10 14:05:35;;;;OtherProblem;;;;;;;;;;;;;;;en
64876;6;22-MAR-10 10:45:05;;unknown;;;;;;;;;;;;;;;;;en
9956;8;18-MAR-10 14:07:55;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
41355;14;20-APR-10 13:10:27;;TooFewText;;;;;;;;;;;;;;;;;en
41355;6;21-APR-10 15:28:59;;mixed;;;;;;;;;;;;;;;;;en
81005;14;12-APR-10 12:07:32;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
62682;8;20-APR-10 12:11:12;;;;OtherProblem;;;;;;;;;;;;;;;en
28734;6;16-APR-10 12:18:28;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
28734;8;02-APR-10 11:00:09;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
44301;6;19-APR-10 10:24:51;;TooFewText;;;;;;;;;;;;;;;;;en
44301;8;01-APR-10 12:07:47;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
29862;8;20-APR-10 11:29:05;;;;OtherProblem;;;;;;;;;;;;;;;en
50301;12;18-MAR-10 15:21:56;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
50301;14;24-MAR-10 10:52:52;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Unsure;en
50301;8;24-MAR-10 10:57:01;;TooFewText;;;;;;;;;;;;;;;;;en
69027;14;22-APR-10 16:08:22;;unknown;;;;;;;;;;;;;;;;;en
23639;14;14-APR-10 16:37:44;;;;OtherProblem;;;;;;;;;;;;;;;en
75547;8;09-APR-10 15:30:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
17368;8;13-APR-10 14:33:51;;;;OtherProblem;;;;;;;;;;;;;;;en
62600;12;07-APR-10 21:49:46;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
84726;14;20-APR-10 11:29:45;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
36018;12;12-APR-10 16:52:07;;;;OtherProblem;;;;;;;;;;;;;;;en
75839;6;21-APR-10 13:52:37;;;;OtherProblem;;;;;;;;;;;;;;;en
36550;8;15-APR-10 12:26:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
11579;8;23-APR-10 11:21:06;;;;OtherProblem;;;;;;;;;;;;;;;en
7973;6;16-APR-10 12:23:42;;en;;;Spam;;;;;;;;;;;;;;en
7973;8;22-APR-10 10:21:46;;de;;;;;;;;;;;;;;;;;en
49640;8;02-APR-10 13:07:18;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;1;1;3;Sure;en
20198;12;31-MAR-10 15:38:29;;TooFewText;;;;;;;;;;;;;;;;;en
5764;8;20-APR-10 11:13:13;;;;OtherProblem;;;;;;;;;;;;;;;en
86866;8;16-APR-10 15:39:11;;;;OtherProblem;;;;;;;;;;;;;;;en
87498;8;15-APR-10 14:50:10;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
85548;12;31-MAR-10 16:12:12;;unknown;;;;;;;;;;;;;;;;;en
80826;8;31-MAR-10 13:34:04;;;;OtherProblem;;;;;;;;;;;;;;;en
60173;12;19-MAR-10 10:52:27;HTMultiple;;;;;;;;;;;;;;;;;;en
9169;6;31-MAR-10 13:55:02;;;;OtherProblem;;;;;;;;;;;;;;;en
34290;12;06-APR-10 12:44:00;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;Media;NonDatabase;2;2;3;2;3;Sure;en
14344;12;01-APR-10 14:39:19;;unknown;;;;;;;;;;;;;;;;;en
78977;6;20-APR-10 10:49:03;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
70742;6;21-APR-10 15:01:43;;de;;;;;;;;;;;;;;;;;en
70742;8;18-MAR-10 11:22:22;;de;;;;;;;;;;;;;;;;;en
80061;8;14-APR-10 11:54:17;;;;OtherProblem;;;;;;;;;;;;;;;en
31491;8;15-APR-10 14:31:24;;;;OtherProblem;;;;;;;;;;;;;;;en
86307;12;01-APR-10 11:56:11;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
43983;8;21-APR-10 12:12:38;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
60050;8;14-APR-10 13:58:41;;de;;;;;;;;;;;;;;;;;en
29686;6;14-APR-10 11:13:29;;;;OtherProblem;;;;;;;;;;;;;;;en
29686;8;20-APR-10 12:23:20;;de;;;;;;;;;;;;;;;;;en
73059;6;19-APR-10 17:32:38;;;;OtherProblem;;;;;;;;;;;;;;;en
52031;12;12-APR-10 13:14:24;;unknown;;;;;;;;;;;;;;;;;en
77299;8;14-APR-10 13:59:04;;;;OtherProblem;;;;;;;;;;;;;;;en
80167;8;24-MAR-10 10:57:12;;unknown;;;;;;;;;;;;;;;;;en
55365;7;31-MAR-10 15:57:55;;;;OtherProblem;;;;;;;;;;;;;;;en
71561;6;19-APR-10 11:44:13;;;;OtherProblem;;;;;;;;;;;;;;;en
84806;12;12-APR-10 15:54:27;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
45353;8;18-MAR-10 14:21:53;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
50339;14;20-APR-10 17:06:16;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
50339;6;16-APR-10 10:43:36;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
55388;6;16-APR-10 16:57:51;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
55388;8;23-APR-10 10:58:39;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
91088;12;31-MAR-10 14:51:30;;;;OtherProblem;;;;;;;;;;;;;;;en
91794;14;13-APR-10 14:37:29;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
96796;8;21-APR-10 11:43:47;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
67065;14;20-APR-10 15:18:34;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
92053;6;20-APR-10 17:44:25;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;en
79204;12;01-APR-10 11:13:20;;mixed;;;;;;;;;;;;;;;;;en
45434;8;20-APR-10 11:18:05;;unknown;;;;;;;;;;;;;;;;;en
58200;8;06-APR-10 12:13:10;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
23613;8;13-APR-10 11:36:54;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
32524;8;22-APR-10 08:57:30;;;;OtherProblem;;;;;;;;;;;;;;;en
65017;7;31-MAR-10 11:28:08;;;;OtherProblem;;;;;;;;;;;;;;;en
95157;12;22-MAR-10 09:43:25;;;;OtherProblem;;;;;;;;;;;;;;;en
95157;8;31-MAR-10 11:36:07;;;;OtherProblem;;;;;;;;;;;;;;;en
87877;14;22-APR-10 16:06:47;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
94706;12;31-MAR-10 14:47:31;;;;OtherProblem;;;;;;;;;;;;;;;en
94706;7;30-MAR-10 17:08:23;;;;OtherProblem;;;;;;;;;;;;;;;en
73543;6;16-APR-10 18:22:49;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
92428;6;19-APR-10 11:31:16;;;;OtherProblem;;;;;;;;;;;;;;;en
32970;14;21-APR-10 14:36:37;;;;OtherProblem;;;;;;;;;;;;;;;en
52655;14;20-APR-10 12:54:04;;;;OtherProblem;;;;;;;;;;;;;;;en
52655;6;13-APR-10 14:05:30;;;;OtherProblem;;;;;;;;;;;;;;;en
52663;7;01-APR-10 11:59:08;HTNormal;en;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;en
