ID;UserID;Date;Hosting Type;Language;Adult Content;Other Problem;Web Spam;News/Editorial;Commercial;Educational/Research;Discussion;Personal/Leisure;Media;Database;Readability-Vis;Readability-Lang;Neutrality;Bias;Trustiness;Confidence;auto_lang
9909;20;25-MAR-10 14:01:02;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
79433;21;26-MAR-10 11:41:24;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
50083;20;26-MAR-10 14:32:23;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
50083;21;26-MAR-10 12:36:20;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
50083;24;26-MAR-10 15:06:35;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
89769;21;26-MAR-10 12:30:50;;TooFewText;;;;;;;;;;;;;;;;;de
69617;24;26-MAR-10 15:09:35;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;1;Sure;de
45231;25;30-MAR-10 18:28:06;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
19948;21;26-MAR-10 14:10:42;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
29632;21;26-MAR-10 14:06:30;;;;OtherProblem;;;;;;;;;;;;;;;de
79362;20;25-MAR-10 14:27:59;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;1;1;Sure;de
39809;20;25-MAR-10 14:18:42;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
89390;20;25-MAR-10 13:52:44;;de;;;Spam;;;;;;;;;;;;;;de
59800;21;26-MAR-10 12:19:16;;;Adult;;;;;;;;;;;;;;;;de
5208;24;25-MAR-10 16:11:26;;;Adult;;;;;;;;;;;;;;;;de
74890;21;26-MAR-10 11:46:06;;;Adult;;;;;;;;;;;;;;;;de
29841;21;26-MAR-10 11:59:09;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
59839;22;26-MAR-10 15:10:59;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;1;2;2;Sure;de
25002;21;26-MAR-10 13:01:20;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;2;2;2;Sure;de
386;21;26-MAR-10 12:29:06;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
20275;22;26-MAR-10 15:18:34;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;1;2;2;Sure;de
20305;22;26-MAR-10 16:45:20;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
40240;21;26-MAR-10 13:04:39;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
40240;22;26-MAR-10 15:11:51;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
15094;25;30-MAR-10 18:40:09;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
50227;22;26-MAR-10 15:21:19;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;1;2;;;;Sure;de
9905;22;26-MAR-10 15:32:32;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
277;24;26-MAR-10 15:07:09;;en;;;;;;;;;;;;;;;;;de
35093;20;26-MAR-10 14:37:12;;;;OtherProblem;;;;;;;;;;;;;;;de
506;21;26-MAR-10 12:51:08;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
5073;21;26-MAR-10 13:07:34;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
89698;22;26-MAR-10 15:28:32;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
5112;21;26-MAR-10 11:43:57;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
69469;25;30-MAR-10 18:23:59;;;;OtherProblem;;;;;;;;;;;;;;;de
60130;22;26-MAR-10 15:37:09;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
15053;22;26-MAR-10 16:21:33;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;1;3;Sure;de
15326;22;26-MAR-10 16:03:52;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
74749;21;26-MAR-10 12:55:51;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
94923;22;26-MAR-10 15:40:23;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
79840;24;25-MAR-10 16:11:00;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;1;Sure;de
20103;22;26-MAR-10 16:28:23;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
14897;25;30-MAR-10 18:29:40;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
89530;21;26-MAR-10 12:56:41;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
59994;21;26-MAR-10 14:13:40;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
69676;25;30-MAR-10 18:25:48;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
59904;21;26-MAR-10 12:36:35;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
79605;21;26-MAR-10 12:52:01;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
25298;21;26-MAR-10 12:33:22;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
34915;21;26-MAR-10 12:09:29;;TooFewText;;;;;;;;;;;;;;;;;de
20092;21;26-MAR-10 11:42:56;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
562;21;26-MAR-10 11:54:43;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
94451;22;26-MAR-10 16:33:45;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
94451;25;30-MAR-10 18:27:24;;en;;;;;;;;;;;;;;;;;de
24991;21;26-MAR-10 13:06:42;;;;OtherProblem;;;;;;;;;;;;;;;de
15006;22;26-MAR-10 15:35:07;;en;;;Spam;;;;;;;;;;;;;;de
94749;20;25-MAR-10 13:50:43;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;1;2;3;Sure;de
94749;22;26-MAR-10 16:42:41;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
64602;23;25-MAR-10 16:08:07;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
25287;22;26-MAR-10 16:50:05;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
14882;20;25-MAR-10 13:55:13;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
10115;21;26-MAR-10 11:55:51;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
9743;21;26-MAR-10 13:56:33;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
59772;21;26-MAR-10 11:51:30;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
20342;24;26-MAR-10 15:12:03;;de;;;Spam;;;;;;;;;;;;;;de
29684;21;26-MAR-10 11:48:50;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
59843;21;26-MAR-10 11:56:20;;TooFewText;;;;;;;;;;;;;;;;;de
14912;21;26-MAR-10 11:54:23;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
55252;22;26-MAR-10 15:20:32;;;;OtherProblem;;;;;;;;;;;;;;;de
50033;20;25-MAR-10 14:01:43;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
30059;22;26-MAR-10 15:48:47;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
49787;22;26-MAR-10 16:23:30;;;;OtherProblem;;;;;;;;;;;;;;;de
94615;21;26-MAR-10 13:54:33;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
24847;22;26-MAR-10 15:57:14;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
34942;20;25-MAR-10 13:51:55;;mixed;;;;;;;;;;;;;;;;;de
74627;21;26-MAR-10 12:02:23;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
84828;20;25-MAR-10 14:02:30;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
99;20;25-MAR-10 14:18:08;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
59919;23;25-MAR-10 16:11:48;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
45120;20;26-MAR-10 14:53:52;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
74582;21;26-MAR-10 12:04:35;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
55231;21;26-MAR-10 12:53:09;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;Media;Database;2;2;2;2;2;Sure;de
40052;22;26-MAR-10 16:05:05;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;Database;2;2;2;2;2;Sure;de
69707;21;26-MAR-10 12:08:59;;TooFewText;;;;;;;;;;;;;;;;;de
59996;22;26-MAR-10 15:57:58;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
79601;22;26-MAR-10 16:01:40;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
35221;23;25-MAR-10 16:06:53;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
64634;20;25-MAR-10 13:58:55;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
64634;22;26-MAR-10 16:19:04;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
64634;25;30-MAR-10 18:26:24;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
29778;23;25-MAR-10 16:10:38;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
9885;21;26-MAR-10 12:01:24;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
9795;21;26-MAR-10 12:39:56;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
50178;22;26-MAR-10 16:10:51;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;1;2;Sure;de
50172;21;26-MAR-10 11:58:02;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;Discussion;Personal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
45091;25;30-MAR-10 18:28:59;;;;OtherProblem;;;;;;;;;;;;;;;de
74829;20;25-MAR-10 15:08:38;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;Database;2;2;3;2;2;Sure;de
74829;25;30-MAR-10 18:21:31;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
74646;21;26-MAR-10 11:48:17;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
74646;22;26-MAR-10 16:42:00;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
59746;21;26-MAR-10 14:07:38;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
54757;21;26-MAR-10 13:51:39;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
89498;21;26-MAR-10 12:54:19;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
59753;20;25-MAR-10 15:13:44;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
94711;20;25-MAR-10 15:14:17;;;;OtherProblem;;;;;;;;;;;;;;;de
5251;20;25-MAR-10 16:09:51;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;1;Sure;de
69809;21;26-MAR-10 13:52:30;;;;OtherProblem;;;;;;;;;;;;;;;de
20258;20;25-MAR-10 14:03:17;;mixed;;;;;;;;;;;;;;;;;de
9845;22;26-MAR-10 16:07:01;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
64671;21;26-MAR-10 13:06:05;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
54845;21;26-MAR-10 13:08:11;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
59807;22;26-MAR-10 16:07:46;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
35017;25;30-MAR-10 22:24:59;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
84720;20;25-MAR-10 15:05:09;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
69516;22;26-MAR-10 16:27:35;;de;;;Spam;;;;;;;;;;;;;;de
29766;20;26-MAR-10 14:48:52;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;Educational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;3;2;2;Sure;de
59706;25;30-MAR-10 22:24:21;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;1;3;Sure;de
84473;20;26-MAR-10 14:41:28;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;3;2;3;Sure;de
10091;21;26-MAR-10 12:10:35;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;;;;Sure;de
20156;21;26-MAR-10 12:17:48;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
79334;24;26-MAR-10 14:46:44;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;Educational;Discussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;1;Sure;de
39849;21;26-MAR-10 12:50:37;;;;OtherProblem;;;;;;;;;;;;;;;de
40028;21;26-MAR-10 12:22:31;;de;;;Spam;;;;;;;;;;;;;;de
604;22;26-MAR-10 15:14:07;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;Personal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
64999;21;26-MAR-10 12:49:26;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
54978;21;26-MAR-10 12:13:21;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;NonNews-Edit;Commercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
84468;21;26-MAR-10 13:59:21;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;2;Sure;de
15205;22;26-MAR-10 16:12:47;HTNormal;de;NonAdult;NoOtherProblem;NonSpam;News-Edit;NonCommercial;NonEducational;NonDiscussion;NonPersonal-Leisure;NonMedia;NonDatabase;2;2;2;2;3;Sure;de
128;21;26-MAR-10 12:57:39;;;Adult;;;;;;;;;;;;;;;;de
