ID;Domain;TopDomain;cname;ip
87533;www.bourlingueur.eu;bourlingueur.eu;bourlingueur.eu;213.186.33.19
82770;www.emergeance.eu;emergeance.eu;emergeance.eu;213.186.33.19
23814;www.leconseil.eu;leconseil.eu;leconseil.eu;213.186.33.19
93486;www.macrophotographie.eu;macrophotographie.eu;macrophotographie.eu;213.186.33.19
38819;www.mauvaisgarcons.eu;mauvaisgarcons.eu;mauvaisgarcons.eu;213.186.33.19
63816;www.one-city.eu;one-city.eu;one-city.eu;213.186.33.19
4488;www.station-de-ski.eu;station-de-ski.eu;station-de-ski.eu;213.186.33.19
9530;www.unzero.eu;unzero.eu;unzero.eu;213.186.33.19
3;118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
39669;27roses.eu;27roses.eu;27roses.eu;213.186.33.2
39669;27roses.eu;27roses.eu;27roses.eu;213.186.33.2
59610;abscisse.eu;abscisse.eu;abscisse.eu;213.186.33.2
69548;adric.eu;adric.eu;adric.eu;213.186.33.2
29705;adsav.eu;adsav.eu;adsav.eu;213.186.33.2
44803;agitcoul.eu;agitcoul.eu;agitcoul.eu;213.186.33.2
24838;algorithme.je.t-ai.eu;t-ai.eu;algorithme.je.t-ai.eu;213.186.33.2
14840;anaphore.eu;anaphore.eu;anaphore.eu;213.186.33.2
9880;aquabel.eu;aquabel.eu;aquabel.eu;213.186.33.2
40139;christiansaint-etienne.eu;christiansaint-etienne.eu;christiansaint-etienne.eu;213.186.33.2
25650;euromonde2015.eu;euromonde2015.eu;euromonde2015.eu;213.186.33.2
90237;europeensport.eu;europeensport.eu;europeensport.eu;213.186.33.2
2554;t-ai.eu;t-ai.eu;t-ai.eu;213.186.33.2
72600;www.cagnotte.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
27928;www.capital.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
92614;www.cfcd.eu;cfcd.eu;cfcd.eu;213.186.33.2
62860;www.colombe.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
3525;www.fil.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
82949;www.fromage.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
68414;www.jean.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
13835;www.location-vacance.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
73590;www.papier.118-annuaires.eu;118-annuaires.eu;118-annuaires.eu;213.186.33.2
69564;agritruffe.eu;agritruffe.eu;agritruffe.eu;213.186.33.24
52316;taupysav.eu;taupysav.eu;taupysav.eu;213.186.33.24
77718;www.disques-durs.eu;disques-durs.eu;disques-durs.eu;213.186.33.24
39815;artfever.eu;artfever.eu;artfever.eu;213.186.33.40
84433;apiwiki.eu;apiwiki.eu;apiwiki.eu;213.186.33.48
12266;stellart.eu;stellart.eu;stellart.eu;213.186.33.48
18325;www.eurotroc.eu;eurotroc.eu;eurotroc.eu;213.186.33.48
93440;www.letopweb.eu;letopweb.eu;letopweb.eu;213.186.33.48
56730;photos.je-sciences-po.eu;je-sciences-po.eu;photos.je-sciences-po.eu;213.186.58.151
39794;apepa.eu;apepa.eu;apepa.eu;213.218.138.132
97412;www.apepa.eu;apepa.eu;www.apepa.eu;213.218.138.132
5537;dinersroom.eu;dinersroom.eu;dinersroom.eu;213.246.39.167
1;1001femmes.eu;1001femmes.eu;1001femmes.eu;213.251.158.197
5026;asso-nenuphar.eu;asso-nenuphar.eu;asso-nenuphar.eu;217.16.1.151
57455;videoclub.carrefour.eu;carrefour.eu;videoclub.carrefour.eu;217.174.202.86
54843;avocats-divorce.eu;avocats-divorce.eu;avocats-divorce.eu;217.174.207.108
69766;bibliotheque-nationale-de-france.eu;bibliotheque-nationale-de-france.eu;bibliotheque-nationale-de-france.eu;217.174.207.108
32711;www.avocats-divorce.eu;avocats-divorce.eu;www.avocats-divorce.eu;217.174.207.108
19795;activ.eu;activ.eu;activ.eu;217.70.184.38
19795;activ.eu;activ.eu;activ.eu;217.70.184.38
32859;www.cannele.eu;cannele.eu;webredir.vip.gandi.net.;217.70.184.38
9155;www.qatrain2-test.eu;qatrain2-test.eu;webredir.vip.gandi.net.;217.70.184.38
84;afeih.eu;afeih.eu;afeih.eu;62.129.173.40
79423;artisons-coop.eu;artisons-coop.eu;artisons-coop.eu;62.193.202.10
79423;artisons-coop.eu;artisons-coop.eu;artisons-coop.eu;62.193.202.10
44843;andc.eu;andc.eu;andc.eu;62.193.202.6
40019;bollyland.eu;bollyland.eu;bollyland.eu;62.193.202.6
44966;bcrfinances.eu;bcrfinances.eu;bcrfinances.eu;62.39.109.47
4981;annuairemairie.eu;annuairemairie.eu;annuairemairie.eu;62.73.5.164
94523;all-media.eu;all-media.eu;all-media.eu;64.182.253.204
89368;aberius.eu;aberius.eu;aberius.eu;65.55.194.74
4906;abl-billard.eu;abl-billard.eu;abl-billard.eu;65.61.216.123
4906;abl-billard.eu;abl-billard.eu;abl-billard.eu;65.61.216.123
84398;ambassades.eu;ambassades.eu;ambassades.eu;67.19.52.178
84446;arnhemland-safaris.eu;arnhemland-safaris.eu;arnhemland-safaris.eu;67.210.123.5
84426;antoine.olbrechts.eu;olbrechts.eu;antoine.olbrechts.eu;69.16.206.131
88461;www.maitre-eolas.eu;maitre-eolas.eu;www.maitre-eolas.eu;78.109.84.64
24793;adoc-solutions.eu;adoc-solutions.eu;adoc-solutions.eu;79.98.16.47
28234;www.eurosuisse.eurosblog.eu;eurosblog.eu;www.eurosuisse.eurosblog.eu;79.99.202.41
72419;www.ankarte.eu;ankarte.eu;www.ankarte.eu;80.169.63.221
97647;www.cicable.eu;cicable.eu;www.cicable.eu;80.237.132.103
67834;www.comparateurdeprix.eu;comparateurdeprix.eu;www.comparateurdeprix.eu;80.237.208.70
44872;art-digital-creation-de-site.eu;art-digital-creation-de-site.eu;art-digital-creation-de-site.eu;80.248.211.134
97812;www.droit-marques.eu;droit-marques.eu;www.droit-marques.eu;80.248.211.69
67728;www.boutics.eu;boutics.eu;www.boutics.eu;80.248.211.76
14788;aefti-ardennes.eu;aefti-ardennes.eu;aefti-ardennes.eu;80.248.217.35
14788;aefti-ardennes.eu;aefti-ardennes.eu;aefti-ardennes.eu;80.248.217.35
80951;lavaguedeiam.eu;lavaguedeiam.eu;lavaguedeiam.eu;80.248.219.102
88377;www.lavaguedeiam.eu;lavaguedeiam.eu;www.lavaguedeiam.eu;80.248.219.102
149;api-ipa.eu;api-ipa.eu;api-ipa.eu;80.80.228.27
149;api-ipa.eu;api-ipa.eu;api-ipa.eu;80.80.228.27
50146;chaude-salope.eu;chaude-salope.eu;chaude-salope.eu;80.89.116.1
79420;arteex.eu;arteex.eu;arteex.eu;81.169.145.69
87859;www.equia.eu;equia.eu;webhotel12.webhosting.dk.;81.19.232.112
89011;www.tempodulu.eu;tempodulu.eu;www.tempodulu.eu;81.4.97.190
94394;123bio.eu;123bio.eu;123bio.eu;81.88.48.95
54723;alcia.eu;alcia.eu;alcia.eu;81.88.48.95
70404;fauteuil-massant.eu;fauteuil-massant.eu;fauteuil-massant.eu;81.88.48.95
25773;formationlangues.eu;formationlangues.eu;formationlangues.eu;81.88.48.95
21854;pao-prepresse.lesyeuxfertiles.eu;lesyeuxfertiles.eu;pao-prepresse.lesyeuxfertiles.eu;81.88.48.95
81083;malika-benarab-attou.eu;malika-benarab-attou.eu;malika-benarab-attou.eu;82.165.211.250
10773;forum.philianime.eu;philianime.eu;forum.philianime.eu;82.165.52.32
44857;aphif.eu;aphif.eu;aphif.eu;82.165.54.48
9868;annonces-animaux.eu;annonces-animaux.eu;annonces-animaux.eu;82.165.57.152
18647;www.iseam.eu;iseam.eu;www.iseam.eu;82.165.57.179
64665;alacase.eu;alacase.eu;alacase.eu;82.165.63.61
64665;alacase.eu;alacase.eu;alacase.eu;82.165.63.61
55342;doreau.eu;doreau.eu;doreau.eu;82.165.68.176
89424;alkemie.filozofie.eu;filozofie.eu;alkemie.filozofie.eu;82.165.72.152
79335;afrik.eu;afrik.eu;afrik.eu;82.165.78.206
52862;www.bouteflika.eu;bouteflika.eu;www.bouteflika.eu;82.165.78.206
79378;ami.du.laissez-faire.eu;laissez-faire.eu;ami.du.laissez-faire.eu;82.165.85.225
97681;www.concourscassin.eu;concourscassin.eu;www.concourscassin.eu;82.165.85.233
49781;anahat.eu;anahat.eu;anahat.eu;82.165.91.242
72504;www.beatlesday.eu;beatlesday.eu;www.beatlesday.eu;84.16.81.32
34767;annuweb.eu;annuweb.eu;annuweb.eu;84.16.82.20
19906;aquapond.eu;aquapond.eu;aquapond.eu;84.16.82.33
47771;www.aquapond.eu;aquapond.eu;aquajardin.net.;84.16.82.33
14485;www.unmondedavance.eu;unmondedavance.eu;unmondedavance.eu;85.31.203.7
58908;www.plateforme-langues.eu;plateforme-langues.eu;wp04.myhost.ro.;85.9.56.201
1249;grupogeos.eu;grupogeos.eu;grupogeos.eu;86.65.130.166
39739;agresso.ekium.eu;ekium.eu;agresso.ekium.eu;86.66.18.214
169;around-ski.eu;around-ski.eu;around-ski.eu;87.106.116.216
169;around-ski.eu;around-ski.eu;around-ski.eu;87.106.116.216
30180;clubdj8090.eu;clubdj8090.eu;clubdj8090.eu;87.106.118.51
15310;crazymagie.eu;crazymagie.eu;crazymagie.eu;87.106.119.198
89079;www.tugdual-ruellan-communication.eu;tugdual-ruellan-communication.eu;www.tugdual-ruellan-communication.eu;87.106.122.137
69638;arthur-versailles.eu;arthur-versailles.eu;arthur-versailles.eu;87.106.15.155
14875;aquadesign.eu;aquadesign.eu;aquadesign.eu;87.106.209.243
54434;www.ville-bonneval.eu;ville-bonneval.eu;www.ville-bonneval.eu;87.106.229.142
30428;echodufrioul.eu;echodufrioul.eu;echodufrioul.eu;87.106.233.119
34798;asian-autoparts.eu;asian-autoparts.eu;asian-autoparts.eu;87.106.62.105
84409;ange.oueb.eu;oueb.eu;ange.oueb.eu;87.98.140.145
40166;codelyoko-overcool.lyoko.eu;lyoko.eu;codelyoko-overcool.lyoko.eu;87.98.140.145
1410;interfaces-keppsa.lyoko.eu;lyoko.eu;interfaces-keppsa.lyoko.eu;87.98.140.145
32174;spartano.oueb.eu;oueb.eu;spartano.oueb.eu;87.98.140.145
52699;www.alex-blog.oueb.eu;oueb.eu;www.alex-blog.oueb.eu;87.98.140.145
82484;www.bren-du-29.oueb.eu;oueb.eu;www.bren-du-29.oueb.eu;87.98.140.145
57941;www.clublectureglanum.oueb.eu;oueb.eu;www.clublectureglanum.oueb.eu;87.98.140.145
98152;www.habbo.oueb.eu;oueb.eu;www.habbo.oueb.eu;87.98.140.145
63678;www.lyoko.lyoko.eu;lyoko.eu;www.lyoko.lyoko.eu;87.98.140.145
34354;www.top.oueb.eu;oueb.eu;www.top.oueb.eu;87.98.140.145
44823;alsace.immobilier.eu;immobilier.eu;ns0.activimmo.be.;87.98.252.196
94554;anvers.immobilier.eu;immobilier.eu;ns0.activimmo.be.;87.98.252.196
54789;aquitaine.immobilier.eu;immobilier.eu;ns0.activimmo.be.;87.98.252.196
20312;corse.immobilier.eu;immobilier.eu;ns0.activimmo.be.;87.98.252.196
71134;liege.immobilier.eu;immobilier.eu;ns0.activimmo.be.;87.98.252.196
14892;arsetfides.eu;arsetfides.eu;arsetfides.eu;88.151.245.33
95867;jeanclaudemouton.eu;jeanclaudemouton.eu;jeanclaudemouton.eu;88.191.253.157
49863;avendre.familleganem.eu;familleganem.eu;avendre.familleganem.eu;88.191.253.177
25305;conventioneuropeennedesartsvisuels.eu;conventioneuropeennedesartsvisuels.eu;conventioneuropeennedesartsvisuels.eu;88.191.253.177
35604;familleganem.eu;familleganem.eu;familleganem.eu;88.191.253.177
39226;www.soundtracksfestival.eu;soundtracksfestival.eu;www.soundtracksfestival.eu;88.191.253.177
47285;stages.lepreux.eu;lepreux.eu;stages.lepreux.eu;88.191.253.197
89372;absolus.eu;absolus.eu;absolus.eu;88.191.253.217
20361;danse-africaine-fr.eu;danse-africaine-fr.eu;danse-africaine-fr.eu;88.191.253.217
54421;www.versusmind.eu;versusmind.eu;www.versusmind.eu;88.191.75.182
63145;www.eurosael.eu;eurosael.eu;www.eurosael.eu;88.191.97.13
93500;www.mallow.eu;mallow.eu;mallow.eu;88.208.249.220
29003;www.politi.eu;politi.eu;www.politi.eu;89.107.171.247
44309;www.sor-smc.eu;sor-smc.eu;www.sor-smc.eu;89.31.143.14
3465;www.europe-et-formation.eu;europe-et-formation.eu;www.europe-et-formation.eu;89.31.147.112
84437;aquatechnobel.eu;aquatechnobel.eu;aquatechnobel.eu;91.121.10.33
84437;aquatechnobel.eu;aquatechnobel.eu;aquatechnobel.eu;91.121.10.33
54712;aion.teutates.eu;teutates.eu;teutates.eu;91.121.105.219
67684;www.bestoffres.eu;bestoffres.eu;bestoffres.eu;91.121.133.56
75793;invest-maroc.eu;invest-maroc.eu;invest-maroc.eu;91.121.144.17
79439;assises2009.ceef.eu;ceef.eu;ceef.eu;91.121.161.147
48125;www.detecteurs-fumee.eu;detecteurs-fumee.eu;www.detecteurs-fumee.eu;91.121.18.115
19859;amarisgroupe.eu;amarisgroupe.eu;amarisgroupe.eu;91.121.21.189
34811;assurance-toulouse.eu;assurance-toulouse.eu;assurance-toulouse.eu;91.121.239.194
42788;www.assurance-toulouse.eu;assurance-toulouse.eu;www.assurance-toulouse.eu;91.121.239.194
15545;elyge.eu;elyge.eu;elyge.eu;91.121.31.161
47790;www.artmateur.eu;artmateur.eu;www.artmateur.eu;91.121.36.42
44852;annuaire.net-france.eu;net-france.eu;annuaire.net-france.eu;91.121.38.49
73357;www.le-campanier.eu;le-campanier.eu;www.le-campanier.eu;91.121.41.252
49808;aquieco.eu;aquieco.eu;aquieco.eu;91.121.44.54
29688;absolom.eu;absolom.eu;absolom.eu;91.121.50.145
57861;www.bts-muc.eu;bts-muc.eu;bts-muc.eu;91.121.51.183
34731;alimentation.priceconcept.eu;priceconcept.eu;ns353027.ovh.net.;91.121.89.171
14851;animalerie.priceconcept.eu;priceconcept.eu;ns353027.ovh.net.;91.121.89.171
46028;hifi-photo-video.priceconcept.eu;priceconcept.eu;ns353027.ovh.net.;91.121.89.171
81023;livres-musiques-films.priceconcept.eu;priceconcept.eu;ns353027.ovh.net.;91.121.89.171
44795;aetp.eu;aetp.eu;aetp.eu;91.121.90.180
27429;trouver-facile.eu;trouver-facile.eu;trouver-facile.eu;91.121.91.220
84453;artisan-carreleur.eu;artisan-carreleur.eu;artisan-carreleur.eu;91.121.99.97
39816;artisan-chauffagiste.eu;artisan-chauffagiste.eu;artisan-chauffagiste.eu;91.121.99.97
29624;1-annuaire.eu;1-annuaire.eu;1-annuaire.eu;91.198.105.9
29624;1-annuaire.eu;1-annuaire.eu;1-annuaire.eu;91.198.105.9
92685;www.corpusmedia.eu;corpusmedia.eu;redirect.neodomaine.com.;94.103.130.5
51157;iphone.innertech.eu;innertech.eu;iphone.innertech.eu;94.23.1.167
56393;lyceecassin-strasbourg.eu;lyceecassin-strasbourg.eu;lyceecassin-strasbourg.eu;94.23.22.137
48349;www.famillecarpentier.eu;famillecarpentier.eu;famillecarpentier.eu;94.23.26.219
94511;ajef.eu;ajef.eu;ajef.eu;94.23.28.176
98822;www.referencement-freelance.eu;referencement-freelance.eu;ns206253.ovh.net.;94.23.45.12
